x,y,z,pot
271.2693,51.1163,989.6373,0.448026
272.0677,51.0242,988.2963,0.448251
272.8660,50.9353,987.0224,0.448468
273.6990,50.8468,985.7617,0.448686
274.5659,50.7586,984.5153,0.448905
275.4664,50.6670,983.2833,0.449125
276.4016,50.5785,982.0680,0.449347
277.3692,50.4870,980.8690,0.449569
278.3692,50.3959,979.6868,0.449792
279.4006,50.3041,978.5220,0.450017
280.4637,50.2102,977.3761,0.450242
281.5087,50.1192,976.2969,0.450459
282.5802,50.0269,975.2344,0.450677
283.6773,49.9307,974.1884,0.450896
284.7984,49.8331,973.1578,0.451116
285.9413,49.7302,972.1408,0.451336
287.1053,49.6266,971.1370,0.451558
288.2892,49.5200,970.1452,0.451781
289.4915,49.4123,969.1641,0.452005
290.7105,49.3023,968.1920,0.452231
291.9458,49.1913,967.2290,0.452457
293.1389,49.0825,966.3168,0.452674
294.3449,48.9708,965.4106,0.452892
295.5629,48.8589,964.5107,0.453110
296.7931,48.7463,963.6175,0.453330
298.0361,48.6333,962.7322,0.453550
299.2930,48.5223,961.8567,0.453772
300.5595,48.4062,960.9846,0.453994
301.8359,48.2916,960.1173,0.454217
303.1240,48.1757,959.2567,0.454441
304.4256,48.0624,958.4063,0.454665
305.7370,47.9423,957.5601,0.454891
307.0590,47.8246,956.7194,0.455117
308.3924,47.7031,955.8847,0.455344
309.6737,47.5936,955.0971,0.455561
310.9638,47.4766,954.3126,0.455780
312.2644,47.3644,953.5339,0.455999
313.5754,47.2504,952.7608,0.456218
314.8952,47.1373,951.9908,0.456439
316.2238,47.0223,951.2241,0.456661
317.5627,46.9080,950.4634,0.456883
318.9116,46.7929,949.7082,0.457106
320.2700,46.6784,948.9594,0.457331
321.6328,46.5637,948.2196,0.457554
322.9948,46.4502,947.4916,0.457778
324.3553,46.3383,946.7761,0.458000
325.7131,46.2275,946.0715,0.458221
327.0694,46.1193,945.3788,0.458440
328.4231,46.0119,944.6970,0.458659
329.7744,45.9056,944.0261,0.458877
331.1232,45.8012,943.3656,0.459094
332.5363,45.6918,942.6834,0.459321
333.9461,45.5856,942.0112,0.459546
335.3520,45.4778,941.3486,0.459771
336.7532,45.3731,940.6934,0.459994
338.1487,45.2670,940.0438,0.460216
339.5388,45.1637,939.3997,0.460437
340.9231,45.0603,938.7601,0.460658
342.3014,44.9576,938.1251,0.460877
343.6729,44.8581,937.4923,0.461095
345.0377,44.7584,936.8618,0.461312
346.4599,44.6555,936.2028,0.461538
347.8746,44.5529,935.5460,0.461763
349.2818,44.4512,934.8907,0.461987
350.6814,44.3513,934.2373,0.462210
352.0721,44.2527,933.5825,0.462432
353.4518,44.1564,932.9216,0.462653
354.8196,44.0587,932.2536,0.462873
356.1747,43.9641,931.5763,0.463091
357.5166,43.8687,930.8895,0.463309
358.8455,43.7745,930.1929,0.463526
360.2209,43.6735,929.4550,0.463751
361.5818,43.5716,928.7062,0.463975
362.9268,43.4691,927.9449,0.464198
364.2562,43.3667,927.1714,0.464420
365.5695,43.2669,926.3842,0.464641
366.8663,43.1666,925.5845,0.464861
368.1469,43.0656,924.7726,0.465080
369.4094,42.9635,923.9456,0.465298
370.6521,42.8618,923.1017,0.465515
371.9267,42.7522,922.2023,0.465740
373.1772,42.6447,921.2823,0.465964
374.4012,42.5372,920.3397,0.466188
375.5972,42.4320,919.3730,0.466410
376.7651,42.3248,918.3839,0.466631
377.9045,42.2163,917.3727,0.466851
379.0159,42.1049,916.3409,0.467070
380.0975,41.9913,915.2878,0.467288
381.1487,41.8757,914.2135,0.467505
382.2100,41.7551,913.0717,0.467730
383.2382,41.6344,911.9089,0.467954
384.2361,41.5121,910.7281,0.468178
385.2039,41.3901,909.5308,0.468400
386.1428,41.2663,908.3182,0.468622
387.0522,41.1439,907.0909,0.468843
387.9316,41.0205,905.8491,0.469063
388.7807,40.8984,904.5931,0.469282
389.6002,40.7753,903.3245,0.469500
390.3914,40.6507,902.0444,0.469717
391.1832,40.5223,900.7010,0.469943
391.9407,40.3929,899.3450,0.470167
392.6645,40.2663,897.9766,0.470391
393.3550,40.1399,896.5976,0.470614
394.0125,40.0129,895.2085,0.470836
394.6373,39.8885,893.8104,0.471058
395.2301,39.7640,892.4045,0.471278
395.7919,39.6420,890.9914,0.471498
396.3226,39.5220,889.5714,0.471717
396.8221,39.4014,888.1452,0.471935
397.2911,39.2804,886.7131,0.472153
397.7295,39.1616,885.2751,0.472370
398.1392,39.0419,883.8311,0.472587
398.5185,38.9276,882.3793,0.472804
398.8680,38.8110,880.9180,0.473021
399.1853,38.6984,879.4448,0.473239
399.4753,38.5847,877.9606,0.473457
399.7417,38.4698,876.4659,0.473677
399.9852,38.3558,874.9608,0.473897
400.2117,38.2424,873.4457,0.474118
400.4146,38.1326,871.9200,0.474340
400.5919,38.0249,870.3840,0.474564
400.7450,37.9208,868.8380,0.474788
400.8670,37.8221,867.3428,0.475004
400.9655,37.7238,865.8397,0.475222
401.0413,37.6273,864.3290,0.475440
401.0939,37.5319,862.8115,0.475659
401.1251,37.4315,861.2871,0.475880
401.1319,37.3388,859.7567,0.476100
401.1180,37.2403,858.2207,0.476322
401.0753,37.1544,856.6793,0.476545
401.0071,37.0684,855.1327,0.476768
400.9213,36.9782,853.5820,0.476992
400.8065,36.8891,852.0275,0.477217
400.6738,36.8015,850.5320,0.477434
400.5179,36.7154,849.0336,0.477651
400.3394,36.6278,847.5327,0.477869
400.1386,36.5405,846.0294,0.478088
399.9161,36.4509,844.5242,0.478308
399.6717,36.3602,843.0172,0.478528
399.4044,36.2664,841.5089,0.478749
399.1151,36.1711,839.9998,0.478971
398.8032,36.0743,838.4896,0.479193
398.4698,35.9757,836.9786,0.479417
398.1184,35.8742,835.4664,0.479641
397.7483,35.7711,833.9532,0.479866
397.3622,35.6659,832.4383,0.480091
396.9794,35.5634,830.9844,0.480308
396.5841,35.4610,829.5286,0.480526
396.1756,35.3558,828.0712,0.480745
395.7549,35.2525,826.6119,0.480964
395.3222,35.1464,825.1508,0.481184
394.8775,35.0404,823.6880,0.481405
394.4207,34.9330,822.2236,0.481626
393.9512,34.8228,820.7581,0.481849
393.4688,34.7125,819.2911,0.482072
392.9739,34.6015,817.8232,0.482295
392.4673,34.4888,816.3536,0.482520
391.9495,34.3749,814.8827,0.482745
391.4216,34.2598,813.4099,0.482971
390.9074,34.1497,811.9994,0.483188
390.3859,34.0385,810.5866,0.483406
389.8592,33.9270,809.1708,0.483624
389.3267,33.8142,807.7522,0.483843
388.7887,33.7009,806.3306,0.484062
388.2463,33.5865,804.9058,0.484282
387.6992,33.4717,803.4778,0.484503
387.1476,33.3564,802.0467,0.484725
386.5919,33.2406,800.6122,0.484947
386.0342,33.1259,799.1735,0.485170
385.4740,33.0093,797.7311,0.485394
384.9111,32.8925,796.2849,0.485618
384.3452,32.7758,794.8350,0.485843
383.7760,32.6580,793.3817,0.486068
383.2035,32.5400,791.9248,0.486294
382.6273,32.4214,790.4647,0.486521
382.0743,32.3085,789.0677,0.486738
381.5185,32.1961,787.6677,0.486956
380.9605,32.0829,786.2643,0.487174
380.4008,31.9703,784.8572,0.487393
379.8389,31.8542,783.4470,0.487612
379.2748,31.7383,782.0336,0.487832
378.7080,31.6226,780.6171,0.488052
378.1373,31.5090,779.1982,0.488273
377.5626,31.3981,777.7747,0.488495
376.9860,31.2851,776.3449,0.488717
376.4064,31.1722,774.9081,0.488941
375.8241,31.0590,773.4636,0.489166
375.2380,30.9445,772.0115,0.489392
374.6479,30.8300,770.5515,0.489620
374.0815,30.7197,769.1539,0.489838
373.5110,30.6089,767.7493,0.490057
372.9362,30.4991,766.3373,0.490277
372.3578,30.3884,764.9178,0.490498
371.7759,30.2777,763.4908,0.490721
371.1903,30.1661,762.0562,0.490944
370.6006,30.0558,760.6142,0.491169
370.0080,29.9447,759.1646,0.491396
369.4128,29.8352,757.7070,0.491623
368.8440,29.7288,756.3154,0.491840
368.2728,29.6230,754.9170,0.492058
367.7000,29.5154,753.5115,0.492277
367.1263,29.4084,752.0983,0.492498
366.5509,29.3015,750.6780,0.492719
365.9758,29.1937,749.2501,0.492941
365.4015,29.0866,747.8140,0.493165
364.8286,28.9782,746.3698,0.493389
364.2574,28.8698,744.9174,0.493614
363.6874,28.7609,743.4571,0.493841
363.1190,28.6513,741.9888,0.494068
362.5526,28.5412,740.5123,0.494296
362.0178,28.4381,739.1061,0.494514
361.4842,28.3331,737.6929,0.494732
360.9528,28.2297,736.2726,0.494951
360.4234,28.1248,734.8450,0.495171
359.8956,28.0204,733.4105,0.495391
359.3698,27.9149,731.9691,0.495613
358.8465,27.8085,730.5206,0.495835
358.3260,27.7011,729.0649,0.496058
357.8082,27.5940,727.6021,0.496282
357.2932,27.4856,726.1323,0.496507
356.7805,27.3777,724.6555,0.496733
356.2708,27.2684,723.1719,0.496960
355.7635,27.1589,721.6813,0.497187
355.2581,27.0490,720.1843,0.497415
354.7549,26.9383,718.6807,0.497644
354.2815,26.8341,717.2546,0.497861
353.8098,26.7287,715.8227,0.498079
353.3395,26.6237,714.3852,0.498297
352.8709,26.5189,712.9419,0.498516
352.4040,26.4134,711.4929,0.498736
351.9384,26.3076,710.0383,0.498957
351.4743,26.2006,708.5780,0.499178
351.0112,26.0926,707.1124,0.499400
350.5496,25.9849,705.6411,0.499623
350.0900,25.8754,704.1640,0.499846
349.6323,25.7654,702.6812,0.500070
349.1761,25.6528,701.1927,0.500295
348.7216,25.5389,699.6987,0.500521
348.2691,25.4256,698.1990,0.500747
347.8180,25.3121,696.6935,0.500974
347.3686,25.1990,695.1824,0.501201
346.9206,25.0859,693.6656,0.501430
346.4742,24.9714,692.1433,0.501659
346.0301,24.8587,690.6152,0.501889
345.6141,24.7519,689.1716,0.502106
345.1997,24.6464,687.7230,0.502323
344.7866,24.5402,686.2696,0.502542
344.3751,24.4335,684.8112,0.502760
343.9659,24.3257,683.3478,0.502980
343.5586,24.2186,681.8794,0.503200
343.1530,24.1105,680.4061,0.503421
342.7492,24.0032,678.9277,0.503642
342.3472,23.8956,677.4445,0.503864
341.9475,23.7873,675.9562,0.504086
341.5500,23.6797,674.4628,0.504309
341.1549,23.5718,672.9645,0.504533
340.7621,23.4623,671.4611,0.504758
340.3716,23.3528,669.9528,0.504983
339.9837,23.2427,668.4395,0.505208
339.5985,23.1327,666.9211,0.505434
339.2157,23.0222,665.3976,0.505661
338.8347,22.9104,663.8693,0.505889
338.4557,22.7979,662.3362,0.506117
338.0788,22.6842,660.7982,0.506345
337.7032,22.5699,659.2554,0.506575
337.3285,22.4546,657.7081,0.506805
336.9543,22.3385,656.1562,0.507035
336.6040,22.2304,654.6973,0.507252
336.2536,22.1219,653.2344,0.507469
335.9038,22.0140,651.7675,0.507687
335.5540,21.9060,650.2966,0.507905
335.2045,21.7978,648.8219,0.508124
334.8551,21.6906,647.3433,0.508344
334.5059,21.5846,645.8608,0.508564
334.1568,21.4784,644.3743,0.508784
333.8080,21.3734,642.8840,0.509005
333.4595,21.2678,641.3898,0.509227
333.1118,21.1615,639.8918,0.509449
332.7650,21.0553,638.3897,0.509671
332.4193,20.9497,636.8837,0.509894
332.0744,20.8435,635.3737,0.510118
331.7304,20.7373,633.8597,0.510342
331.3868,20.6312,632.3420,0.510567
331.0436,20.5244,630.8204,0.510792
330.7011,20.4179,629.2949,0.511018
330.3589,20.3103,627.7656,0.511244
330.0172,20.2025,626.2327,0.511471
329.6757,20.0959,624.6966,0.511698
329.3348,19.9896,623.1573,0.511926
328.9945,19.8844,621.6150,0.512154
328.6544,19.7794,620.0697,0.512382
328.3142,19.6732,618.5214,0.512611
327.9742,19.5667,616.9705,0.512840
327.6339,19.4598,615.4168,0.513070
327.2933,19.3540,613.8604,0.513300
326.9521,19.2481,612.3018,0.513530
326.6109,19.1417,610.7429,0.513761
326.2704,19.0348,609.1866,0.513991
325.9308,18.9279,607.6357,0.514220
325.5926,18.8219,606.0916,0.514448
325.2560,18.7169,604.5536,0.514676
324.9207,18.6115,603.0219,0.514902
324.5868,18.5055,601.4966,0.515127
324.2545,18.4007,599.9784,0.515352
323.9235,18.2972,598.4673,0.515575
323.5937,18.1943,596.9636,0.515797
323.2656,18.0916,595.4669,0.516019
322.9393,17.9890,593.9775,0.516239
322.6150,17.8867,592.4949,0.516458
322.2924,17.7854,591.0193,0.516676
321.9713,17.6849,589.5508,0.516893
321.6304,17.5784,587.9918,0.517123
321.2911,17.4722,586.4405,0.517353
320.9535,17.3666,584.8972,0.517581
320.6173,17.2624,583.3616,0.517808
320.2821,17.1594,581.8337,0.518033
319.9483,17.0544,580.3130,0.518258
319.6160,16.9481,578.7998,0.518482
319.2857,16.8405,577.2939,0.518705
318.9572,16.7343,575.7957,0.518926
318.6300,16.6293,574.3044,0.519146
318.3039,16.5255,572.8203,0.519366
317.9784,16.4216,571.3434,0.519584
317.6542,16.3179,569.8737,0.519802
317.3114,16.2074,568.3197,0.520031
316.9703,16.0965,566.7734,0.520260
316.6309,15.9852,565.2349,0.520488
316.2933,15.8742,563.7038,0.520714
315.9568,15.7635,562.1802,0.520939
315.6219,15.6542,560.6642,0.521164
315.2886,15.5449,559.1555,0.521387
314.9565,15.4370,557.6541,0.521609
314.6260,15.3300,556.1599,0.521830
314.2974,15.2244,554.6727,0.522050
313.9703,15.1192,553.1925,0.522269
313.6450,15.0142,551.7195,0.522486
313.3208,14.9092,550.2532,0.522703
312.9790,14.7987,548.7085,0.522932
312.6397,14.6892,547.1714,0.523159
312.3016,14.5804,545.6417,0.523385
311.9655,14.4710,544.1194,0.523610
311.6318,14.3618,542.6046,0.523834
311.3003,14.2527,541.0968,0.524057
310.9713,14.1441,539.5963,0.524279
310.6444,14.0361,538.1026,0.524500
310.3202,13.9286,536.6159,0.524720
309.9986,13.8233,535.1362,0.524938
309.6787,13.7192,533.6632,0.525156
309.3605,13.6167,532.1971,0.525373
309.0266,13.5089,530.6570,0.525600
308.6948,13.4028,529.1246,0.525827
308.3650,13.2974,527.5997,0.526052
308.0373,13.1937,526.0819,0.526276
307.7123,13.0882,524.5713,0.526499
307.3902,12.9830,523.0681,0.526721
307.0706,12.8787,521.5718,0.526942
306.7536,12.7731,520.0825,0.527162
306.4389,12.6695,518.6002,0.527381
306.1266,12.5648,517.1246,0.527598
305.8170,12.4613,515.6559,0.527815
305.4937,12.3508,514.1169,0.528042
305.1728,12.2417,512.5854,0.528268
304.8543,12.1323,511.0612,0.528493
304.5378,12.0237,509.5443,0.528717
304.2237,11.9163,508.0343,0.528940
303.9121,11.8085,506.5315,0.529161
303.6022,11.7024,505.0355,0.529382
303.2945,11.5960,503.5465,0.529601
302.9886,11.4912,502.0645,0.529820
302.6837,11.3876,500.5893,0.530037
302.3646,11.2789,499.0480,0.530265
302.0451,11.1717,497.5144,0.530491
301.7259,11.0648,495.9886,0.530716
301.4066,10.9581,494.4706,0.530940
301.0871,10.8530,492.9601,0.531163
300.7663,10.7496,491.4575,0.531385
300.4450,10.6451,489.9622,0.531606
300.1234,10.5406,488.4744,0.531825
299.8014,10.4352,486.9942,0.532044
299.4785,10.3285,485.5213,0.532262
299.1535,10.2243,484.0559,0.532479
298.8111,10.1150,482.5286,0.532705
298.4675,10.0061,481.0091,0.532930
298.1240,9.8975,479.4959,0.533154
297.7817,9.7894,477.9864,0.533377
297.4400,9.6815,476.4797,0.533600
297.0981,9.5737,474.9751,0.533823
296.7552,9.4668,473.4717,0.534046
296.4108,9.3597,471.9691,0.534268
296.0630,9.2527,470.4648,0.534491
295.7127,9.1442,468.9558,0.534715
295.3584,9.0360,467.4405,0.534940
295.0007,8.9253,465.9177,0.535166
294.6538,8.8215,464.4568,0.535382
294.3018,8.7153,462.9884,0.535600
293.9439,8.6081,461.5125,0.535820
293.5785,8.4999,460.0291,0.536040
293.2051,8.3903,458.5382,0.536262
292.8229,8.2807,457.0399,0.536486
292.4321,8.1681,455.5339,0.536710
292.0321,8.0558,454.0203,0.536936
291.6222,7.9420,452.4994,0.537164
291.2214,7.8336,451.0442,0.537382
290.8102,7.7257,449.5825,0.537601
290.3879,7.6175,448.1146,0.537822
289.9548,7.5060,446.6406,0.538044
289.5095,7.3952,445.1608,0.538267
289.0522,7.2802,443.6752,0.538491
288.5825,7.1655,442.1840,0.538717
288.1006,7.0482,440.6873,0.538944
287.6304,6.9364,439.2608,0.539161
287.1478,6.8241,437.8299,0.539380
286.6510,6.7102,436.3954,0.539599
286.1392,6.5961,434.9578,0.539819
285.6113,6.4809,433.5176,0.540041
285.0661,6.3641,432.0755,0.540264
284.5036,6.2478,430.6317,0.540487
283.9250,6.1297,429.1859,0.540712
283.3297,6.0116,427.7385,0.540938
282.7189,5.8928,426.2892,0.541166
282.0912,5.7732,424.8390,0.541394
281.4807,5.6603,423.4643,0.541611
280.8540,5.5462,422.0896,0.541830
280.2103,5.4322,420.7157,0.542049
279.5494,5.3170,419.3434,0.542269
278.8705,5.2008,417.9741,0.542490
278.1735,5.0840,416.6083,0.542711
277.4594,4.9665,415.2463,0.542933
276.7285,4.8480,413.8886,0.543156
275.9820,4.7302,412.5359,0.543379
275.2211,4.6118,411.1887,0.543603
274.4461,4.4941,409.8475,0.543827
273.6565,4.3766,408.5128,0.544051
272.8527,4.2594,407.1850,0.544275
272.0348,4.1426,405.8653,0.544499
271.2028,4.0258,404.5549,0.544723
270.3578,3.9101,403.2538,0.544947
269.5002,3.7959,401.9632,0.545171
268.6314,3.6821,400.6837,0.545395
267.7518,3.5689,399.4162,0.545617
266.8622,3.4554,398.1622,0.545840
265.9628,3.3412,396.9226,0.546061
265.0539,3.2267,395.6989,0.546281
264.1352,3.1120,394.4919,0.546500
263.2063,2.9980,393.3015,0.546718
262.2677,2.8850,392.1280,0.546935
261.2663,2.7665,390.9077,0.547163
260.2546,2.6490,389.7057,0.547390
259.2328,2.5309,388.5226,0.547616
258.2003,2.4154,387.3591,0.547841
257.1582,2.3001,386.2141,0.548065
256.1071,2.1858,385.0876,0.548287
255.0466,2.0723,383.9796,0.548509
253.9773,1.9578,382.8893,0.548729
252.8978,1.8453,381.8184,0.548949
251.8087,1.7321,380.7656,0.549168
250.7082,1.6220,379.7332,0.549386
249.5980,1.5133,378.7189,0.549603
248.4211,1.3990,377.6688,0.549831
247.2367,1.2854,376.6356,0.550058
246.0447,1.1711,375.6186,0.550284
244.8446,1.0579,374.6178,0.550510
243.6374,0.9449,373.6312,0.550735
242.4245,0.8325,372.6557,0.550960
241.2024,0.7222,371.6937,0.551184
239.9685,0.6107,370.7474,0.551409
238.7218,0.5012,369.8174,0.551633
237.4624,0.3908,368.9023,0.551858
236.1896,0.2826,368.0033,0.552083
234.9042,0.1737,367.1194,0.552309
233.6060,0.0652,366.2513,0.552534
232.2950,-0.0434,365.3993,0.552760
230.9716,-0.1529,364.5632,0.552986
229.6357,-0.2617,363.7434,0.553212
228.2875,-0.3709,362.9404,0.553439
226.9274,-0.4789,362.1538,0.553666
225.5554,-0.5891,361.3840,0.553893
224.1713,-0.6970,360.6322,0.554120
222.7763,-0.8072,359.8968,0.554348
221.4400,-0.9084,359.2152,0.554565
220.0935,-1.0098,358.5501,0.554781
218.7374,-1.1103,357.9009,0.554999
217.3718,-1.2096,357.2677,0.555216
215.9971,-1.3099,356.6505,0.555433
214.6131,-1.4093,356.0505,0.555651
213.2202,-1.5090,355.4673,0.555869
211.8190,-1.6080,354.9000,0.556087
210.4095,-1.7077,354.3492,0.556306
208.9922,-1.8078,353.8145,0.556525
207.5669,-1.9076,353.2970,0.556743
206.1338,-2.0084,352.7970,0.556963
204.6932,-2.1065,352.3145,0.557182
203.2457,-2.2065,351.8474,0.557401
201.7911,-2.3040,351.3983,0.557621
200.3302,-2.4023,350.9649,0.557841
198.8632,-2.5016,350.5474,0.558061
197.3900,-2.5991,350.1466,0.558282
195.9113,-2.6981,349.7615,0.558502
194.4275,-2.7957,349.3901,0.558723
192.9390,-2.8936,349.0317,0.558944
191.4463,-2.9930,348.6853,0.559165
189.9491,-3.0910,348.3524,0.559387
188.4478,-3.1918,348.0317,0.559608
186.9423,-3.2906,347.7253,0.559830
185.4327,-3.3894,347.4318,0.560052
183.9194,-3.4884,347.1507,0.560274
182.4024,-3.5867,346.8826,0.560497
180.8819,-3.6872,346.6268,0.560719
179.3579,-3.7890,346.3841,0.560942
177.8307,-3.8920,346.1548,0.561165
176.3000,-3.9956,345.9393,0.561388
174.7661,-4.0983,345.7383,0.561612
173.2290,-4.2019,345.5509,0.561835
171.6890,-4.3059,345.3766,0.562059
170.1463,-4.4096,345.2147,0.562283
168.6011,-4.5150,345.0643,0.562507
167.0535,-4.6196,344.9256,0.562731
165.5035,-4.7262,344.7984,0.562956
163.9512,-4.8325,344.6840,0.563181
162.3967,-4.9408,344.5825,0.563406
160.8400,-5.0494,344.4950,0.563631
159.2813,-5.1599,344.4228,0.563856
157.7207,-5.2701,344.3658,0.564082
156.1582,-5.3802,344.3237,0.564307
154.5941,-5.4905,344.2970,0.564533
153.0285,-5.6002,344.2859,0.564759
151.4616,-5.7109,344.2920,0.564986
149.8936,-5.8219,344.3155,0.565212
148.3247,-5.9332,344.3564,0.565439
146.7552,-6.0459,344.4144,0.565665
145.1850,-6.1575,344.4896,0.565893
143.6147,-6.2699,344.5820,0.566120
142.0441,-6.3829,344.6922,0.566347
140.4734,-6.4967,344.8190,0.566575
138.9031,-6.6122,344.9629,0.566802
137.3333,-6.7272,345.1247,0.567030
135.7640,-6.8438,345.3038,0.567259
134.1956,-6.9584,345.5010,0.567487
132.6281,-7.0741,345.7149,0.567715
131.0622,-7.1870,345.9474,0.567944
129.5798,-7.2957,346.1835,0.568161
128.0990,-7.4009,346.4356,0.568378
126.6196,-7.5093,346.7019,0.568595
125.1421,-7.6167,346.9835,0.568812
123.6662,-7.7250,347.2788,0.569029
122.1920,-7.8325,347.5877,0.569247
120.7197,-7.9412,347.9099,0.569465
119.2494,-8.0499,348.2464,0.569682
117.7814,-8.1600,348.5966,0.569900
116.3158,-8.2701,348.9608,0.570119
114.8528,-8.3793,349.3392,0.570337
113.3922,-8.4877,349.7316,0.570555
111.9344,-8.5970,350.1375,0.570774
110.4795,-8.7065,350.5570,0.570992
109.0275,-8.8164,350.9901,0.571211
107.5790,-8.9239,351.4375,0.571430
106.1334,-9.0322,351.8979,0.571649
104.6911,-9.1399,352.3715,0.571869
103.2520,-9.2474,352.8577,0.572088
101.8164,-9.3557,353.3561,0.572307
100.3844,-9.4620,353.8679,0.572527
98.9562,-9.5686,354.3925,0.572747
97.5319,-9.6746,354.9301,0.572967
96.1114,-9.7811,355.4799,0.573187
94.6946,-9.8867,356.0409,0.573407
93.2816,-9.9907,356.6140,0.573627
91.8728,-10.0938,357.1991,0.573847
90.4677,-10.1964,357.7958,0.574067
89.0661,-10.2990,358.4034,0.574288
87.6680,-10.4005,359.0216,0.574509
86.2731,-10.5018,359.6497,0.574729
84.8813,-10.6011,360.2874,0.574950
83.4928,-10.7010,360.9345,0.575172
82.1076,-10.7993,361.5916,0.575393
80.7259,-10.8971,362.2579,0.575614
79.3477,-10.9942,362.9338,0.575836
77.9730,-11.0902,363.6190,0.576058
76.6022,-11.1852,364.3140,0.576279
75.2355,-11.2794,365.0189,0.576501
73.8731,-11.3727,365.7344,0.576723
72.5154,-11.4648,366.4600,0.576946
71.1622,-11.5572,367.1962,0.577168
69.8141,-11.6483,367.9429,0.577390
68.4715,-11.7395,368.7010,0.577613
67.1346,-11.8304,369.4704,0.577835
65.8029,-11.9201,370.2506,0.578058
64.4774,-12.0107,371.0423,0.578281
63.1582,-12.1013,371.8459,0.578504
61.8449,-12.1903,372.6603,0.578727
60.5382,-12.2805,373.4863,0.578950
59.2384,-12.3666,374.3245,0.579173
57.9446,-12.4544,375.1731,0.579396
56.6576,-12.5403,376.0328,0.579620
55.3771,-12.6281,376.9034,0.579843
54.1035,-12.7160,377.7848,0.580066
52.8369,-12.8035,378.6772,0.580290
51.5777,-12.8904,379.5807,0.580514
50.3246,-12.9754,380.4937,0.580737
49.0778,-13.0592,381.4163,0.580961
47.8374,-13.1423,382.3483,0.581185
46.6035,-13.2242,383.2893,0.581409
45.3758,-13.3051,384.2394,0.581633
44.1550,-13.3848,385.1988,0.581857
42.9411,-13.4633,386.1673,0.582081
41.7345,-13.5427,387.1457,0.582305
40.5362,-13.6198,388.1343,0.582529
39.3456,-13.6994,389.1328,0.582753
38.1640,-13.7761,390.1422,0.582977
36.9910,-13.8537,391.1619,0.583201
35.8267,-13.9287,392.1917,0.583425
34.6697,-14.0015,393.2302,0.583650
33.5194,-14.0746,394.2766,0.583874
32.3769,-14.1452,395.3313,0.584098
31.2418,-14.2172,396.3943,0.584322
30.1149,-14.2854,397.4657,0.584546
28.9957,-14.3556,398.5457,0.584771
27.8856,-14.4231,399.6346,0.584995
26.7841,-14.4917,400.7323,0.585219
25.6920,-14.5601,401.8393,0.585443
24.6084,-14.6276,402.9547,0.585668
23.5330,-14.6951,404.0780,0.585892
22.4663,-14.7626,405.2093,0.586116
21.4083,-14.8283,406.3487,0.586340
20.3584,-14.8930,407.4956,0.586564
19.3170,-14.9569,408.6501,0.586789
18.2850,-15.0208,409.8126,0.587013
17.2617,-15.0828,410.9828,0.587237
16.2475,-15.1436,412.1605,0.587461
15.2421,-15.2043,413.3456,0.587685
14.2461,-15.2636,414.5382,0.587909
13.2591,-15.3240,415.7381,0.588133
12.2823,-15.3830,416.9458,0.588357
11.3149,-15.4417,418.1608,0.588581
10.3574,-15.4998,419.3832,0.588805
9.4098,-15.5554,420.6129,0.589028
8.4725,-15.6114,421.8502,0.589252
7.5455,-15.6657,423.0947,0.589476
6.6295,-15.7190,424.3469,0.589699
5.7242,-15.7728,425.6062,0.589923
4.8300,-15.8240,426.8730,0.590146
3.9471,-15.8756,428.1472,0.590370
3.0755,-15.9266,429.4286,0.590593
2.2152,-15.9789,430.7173,0.590817
1.3665,-16.0300,432.0128,0.591040
0.5288,-16.0819,433.3152,0.591263
-0.2972,-16.1300,434.6245,0.591486
-1.1131,-16.1797,435.9399,0.591709
-1.9175,-16.2279,437.2619,0.591932
-2.7111,-16.2758,438.5898,0.592155
-3.4939,-16.3229,439.9238,0.592378
-4.2652,-16.3683,441.2638,0.592601
-5.0262,-16.4133,442.6094,0.592824
-5.7768,-16.4570,443.9601,0.593046
-6.5171,-16.5009,445.3161,0.593269
-7.2471,-16.5445,446.6772,0.593492
-7.9671,-16.5894,448.0431,0.593714
-8.6765,-16.6345,449.4139,0.593937
-9.3757,-16.6795,450.7896,0.594159
-10.0640,-16.7235,452.1702,0.594381
-10.7424,-16.7685,453.5554,0.594604
-11.4110,-16.8128,454.9449,0.594826
-12.0702,-16.8580,456.3384,0.595048
-12.7203,-16.9026,457.7357,0.595270
-13.3625,-16.9467,459.1363,0.595492
-13.9959,-16.9899,460.5405,0.595714
-14.6194,-17.0320,461.9487,0.595936
-15.2326,-17.0754,463.3611,0.596158
-15.8357,-17.1193,464.7773,0.596380
-16.4289,-17.1635,466.1974,0.596602
-17.0121,-17.2079,467.6212,0.596823
-17.5853,-17.2515,469.0487,0.597045
-18.1484,-17.2961,470.4799,0.597267
-18.7030,-17.3407,471.9141,0.597488
-19.2504,-17.3864,473.3508,0.597710
-19.7911,-17.4306,474.7896,0.597931
-20.3265,-17.4749,476.2303,0.598153
-20.8563,-17.5184,477.6726,0.598374
-21.3815,-17.5620,479.1163,0.598596
-21.9031,-17.6064,480.5612,0.598817
-22.4210,-17.6506,482.0069,0.599038
-22.9356,-17.6954,483.4544,0.599260
-23.4471,-17.7407,484.9049,0.599481
-23.9560,-17.7863,486.3590,0.599703
-24.4628,-17.8326,487.8173,0.599926
-24.9680,-17.8789,489.2800,0.600149
-25.4715,-17.9236,490.7475,0.600373
